candidate_id,module_path,artifact_selector,mapping_status,notes
RCM-08796,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-08464,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-09994,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-07046,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-05307,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-10568,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-02094,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-06282,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-07662,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-07706,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-04094,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-01848,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-08304,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-09745,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-08901,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-07651,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-08430,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-02005,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-01185,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-04008,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-07783,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-07605,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-08182,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-02014,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-01012,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-09093,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-08848,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-10428,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-01736,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-09552,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-02571,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-07964,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-05730,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-07416,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-06376,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-04398,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-09457,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-08382,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-06853,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-08483,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
RCM-08685,.,auto,PROVISIONAL_ROOT,Batch 2 root D1 validation
